Date,Address,Draw1,Draw2,Draw3,Max,PIN,Property Class,Neighborhood Code,Land Square Feet,Town Code,Type of Residence,Apartments,Wall Material,Roof Material,Rooms,Bedrooms,Basement,Basement Finish,Construction Quality,Renovation,Site Desireability,Garage 1 Size,Garage 1 Material,Porch,Other Improvements,Building Square Feet,Repair Condition,Multi Code,Number of Commercial Units,Prior Tax Year Market Value Estimate (Land),Prior Tax Year Market Value Estimate (Building),Longitude,Latitude,Total Building Square Feet,Multi Property Indicator,Age,Use,Multi-Family Indicator,"Condition, Desirability and Utility",Near Major Road,Location Factor,Garage indicator,Neigborhood Code (mapping),Town and Neighborhood,property_city,property_zip,longitude,latitude,township,township_name,nbhd,tract_geoid,tract_pop,tract_white_perc,commissioner_dist,reps_dist,senate_dist,ward,school_elem_district
6/23/2019,37XX S HERMITAGE AVE,3.6,3.6,5.4,5.4,1.73142E+13,211,60,3000,76,2,2,2,2,12,5,2,3,2,,2,3,1,3,0,2424,2,2,0,60000,181490,-87.66942056,41.82635286,,0,130,2,211,,0,0.650002085,1,60,7660,CHICAGO,60609-2003,-87.66942056,41.82635286,76,South Chicago,60,17031590700,3393,0.123194813,11th,2,1,12,GREENE
6/29/2019,26XX N RICHMOND ST,5.4,4.8,4.4,5.4,1.32531E+13,278,151,3150,77,2,0,2,1,8,4,1,1,2,,2,3,2,3,0,2475,2,2,0,89770,741790,-87.70088576,41.92953202,,0,19,1,,,0,1.967598,1,151,77151,CHICAGO,60647-1709,-87.70088576,41.92953202,77,West Chicago,151,17031220400,2643,0.642451759,8th,40,20,32,BRENTANO
5/15/2021,99XX S OAKLEY AVE,3.3,5.4,4,5.4,2.5073E+13,205,271,5115,72,2,0,2,1,6,3,1,1,2,,2,3,1,3,0,1540,2,2,0,51150,311330,-87.67975834,41.7131403,,0,66,1,,,0,0.6019309,1,271,72271,CHICAGO,60643-1829,-87.67975834,41.7131403,72,Lake,271,17031720300,4100,0.525121951,11th,35,18,19,SUTHERLAND
3/24/2019,66XX N LIGHTFOOT AVE,3.3,5.4,1,5.4,1.03241E+13,205,461,7851,71,2,0,3,1,6,4,3,3,2,,2,3,2,3,0,2003,2,2,0,105980,511850,-87.77546415,42.00175212,,0,66,1,,,1,1.104605426,1,461,71461,CHICAGO,60646-2705,-87.77546415,42.00175212,71,Jefferson,461,17031120100,4102,0.870794734,9th,15,8,41,WILDWOOD
9/14/2021,64XX S KEATING AVE ,2.4,5.4,1.8,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2016,48XX N KILDARE AVE,5.3,5.1,5.4,5.4,1.31042E+13,206,71,3810,71,2,0,3,1,8,4,1,1,2,,2,3,1,3,0,2243,2,2,0,51430,317830,-87.73510028,41.96893092,,0,95,1,,,0,1.170364869,1,71,7171,CHICAGO,60630-2628,-87.73510028,41.96893092,71,Jefferson,71,17031140400,6011,0.488604226,12th,15,8,39,PALMER
7/8/2019,68XX W 64TH ST,2.4,5.4,1.7,5.4,1.91911E+13,203,380,3750,72,1,0,1,1,4,2,2,3,2,,2,0,0,3,0,1080,2,2,0,37500,164700,-87.79312779,41.77540928,,0,58,1,,,0,0.957355852,0,380,72380,CHICAGO,60638-4816,-87.79312779,41.77540928,72,Lake,380,17031640500,3970,0.474559194,11th,22,11,23,DORE
1/5/2020,72XX N OSCEOLA AVE,3.1,5.4,0.5,5.4,9.25427E+12,202,361,3750,71,1,0,2,1,5,2,1,1,2,,2,2,1,3,0,936,2,2,0,50620,249350,-87.81306786,42.01288501,,0,65,1,,,0,1.213117716,1,361,71361,CHICAGO,60631-4353,-87.81306786,42.01288501,71,Jefferson,361,17031090100,3508,0.76995439,9th,20,10,41,EBINGER
11/15/2018,61XX N AVERS AVE,5.4,3.6,2.9,5.4,1.30212E+13,234,30,4224,71,4,0,2,1,6,3,3,1,2,,2,3,1,3,0,1117,2,2,0,57020,263190,-87.72550944,41.99332508,,0,66,1,,,0,1.069678174,1,30,7130,CHICAGO,60659-3133,-87.72550944,41.99332508,71,Jefferson,30,17031130100,5228,0.599464422,10th,15,8,39,SOLOMON
8/13/2019,91XX S COLFAX AVE,2.4,5.4,2.4,5.4,2.6063E+13,203,130,4170,70,5,0,1,1,6,3,1,3,2,,2,1,1,1,0,1266,2,2,0,37530,85560,-87.56051815,41.72936864,,0,93,1,,,1,0.283664636,1,130,70130,CHICAGO,60617-4028,-87.56051815,41.72936864,70,Hyde Park,130,17031480500,2938,0.015656909,4th,25,13,7,MIRELES
3/5/2019,106XX S LAFAYETTE AVE,5.4,2.1,1.8,5.4,2.51622E+13,203,330,3050,72,1,0,3,1,5,3,1,3,2,,3,3,1,3,0,1040,2,2,0,16770,42010,-87.62419981,41.70124155,,0,56,1,,,0,0.171752511,1,330,72330,CHICAGO,60628-2630,-87.62419981,41.70124155,72,Lake,330,17031491000,4239,0.013446568,5th,28,14,34,LAVIZZO
7/13/2018,80XX S HOUSTON AVE,5.4,2.8,2.6,5.4,2.13121E+13,203,100,2976,70,1,0,1,1,5,3,1,1,2,,2,2,1,1,0,1254,2,2,0,29760,74880,-87.55006057,41.74850326,,0,106,1,,,0,0.611843842,1,100,70100,CHICAGO,60617-1444,-87.55006057,41.74850326,70,Hyde Park,100,17031460100,3424,0.010221963,4th,25,13,7,NEW SULLIVAN
3/22/2022,50XX N SAYRE AVE ,1.7,3,5.4,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/2021,21XX W DICKENS AVE ,4.4,5.4,4.9,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/2018,76XX S COLFAX AVE,5.4,4,3.3,5.4,2.13031E+13,203,80,8350,70,5,0,2,1,5,2,1,3,2,,2,3,1,3,0,1260,2,2,0,75150,84130,-87.56104059,41.75626314,,0,101,1,,,0,0.61425103,1,80,7080,CHICAGO,60649-4215,-87.56104059,41.75626314,70,Hyde Park,80,17031431302,4204,0.002854424,4th,25,13,7,BRADWELL
2/27/2019,25XX W MOFFAT ST,5.4,2.8,2.5,5.4,1.33641E+13,203,30,3100,77,5,0,1,1,10,3,1,3,2,,2,3,1,1,0,1634,2,2,0,79050,473880,-87.69032329,41.91508887,,0,128,1,,,0,2.114924702,1,30,7730,CHICAGO,60647-4313,-87.69032329,41.91508887,77,West Chicago,30,17031832400,3038,0.588874259,8th,4,2,1,CHASE
3/11/2020,56XX W GRACE ST,1.6,5.4,0.5,5.4,1.32022E+13,203,150,3075,71,1,0,1,1,4,2,1,1,2,,2,3,1,3,0,1055,2,2,0,38430,211930,-87.76795557,41.94977851,,0,95,1,,,0,1.134001326,1,150,71150,CHICAGO,60634-2737,-87.76795557,41.94977851,71,Jefferson,150,17031150600,4246,0.457371644,12th,39,20,38,"GRAY, W"
12/24/2019,107XX S EMERALD AVE,2.2,5.4,1.1,5.4,2.5163E+13,203,321,4521,72,1,0,3,1,5,2,1,1,2,,2,3,1,3,0,1040,2,2,0,24860,53080,-87.64169137,41.69796956,,0,64,1,,,0,0.315065773,1,321,72321,CHICAGO,60628-3106,-87.64169137,41.69796956,72,Lake,321,17031491100,4160,0.018990385,5th,28,14,34,DUNNE TECH ACAD
9/27/2021,17XX N MONITOR AVE 1,5.4,2,2.1,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/2/2019,53XX N BERNARD ST,2.8,5.4,2,5.4,1.31121E+13,203,50,4960,71,1,0,2,1,7,3,1,1,2,,2,3,1,3,0,1434,2,2,0,71920,314510,-87.71446838,41.97812951,,0,97,1,,,0,1.289582801,1,50,7150,CHICAGO,60625-4703,-87.71446838,41.97812951,71,Jefferson,50,17031831800,6194,0.502744592,12th,15,8,39,PETERSON
8/7/2019,105XX S AVENUE G,2.5,3.8,5.4,5.4,2.60833E+13,211,240,3660,70,5,2,1,1,9,4,1,3,2,,2,3,1,1,0,1953,2,2,0,23790,72630,-87.53131675,41.70432809,,0,108,2,211,,0,0.287946963,1,240,70240,CHICAGO,60617-6322,-87.53131675,41.70432809,70,Hyde Park,240,17031520400,4656,0.107603093,4th,25,13,10,SOUTHEAST
6/14/2019,37XX N MONTICELLO AVE,5.4,4.6,4.1,5.4,1.32312E+13,278,70,4125,71,2,0,1,1,8,4,1,1,2,,2,3,1,3,0,2734,2,2,0,66000,0,-87.71855656,41.94915497,,0,1,1,,,0,1.510841265,1,70,7170,CHICAGO,60618-4117,-87.71855656,41.94915497,71,Jefferson,70,17031160900,2464,0.52150974,8th,40,20,45,MURPHY
8/21/2019,43XX S TRUMBULL AVE,4.3,5.4,2.4,5.4,1.9024E+13,203,40,3390,72,1,0,1,1,4,3,2,3,2,,2,0,0,3,0,1152,2,2,0,33900,152460,-87.71056117,41.81391409,,0,61,1,,,0,0.390003283,0,40,7240,CHICAGO,60632-3532,-87.71056117,41.81391409,72,Lake,40,17031580400,4712,0.088921902,7th,1,1,14,"DAVIS, N"
9/26/2019,54XX W SCHOOL ST,4.2,5.4,4.1,5.4,1.32132E+13,203,171,4125,71,5,0,2,1,8,4,1,1,2,,2,3,2,3,0,1794,2,2,0,59810,236620,-87.76367981,41.94070017,,0,93,1,,,0,1.08066829,1,171,71171,CHICAGO,60641-4122,-87.76367981,41.94070017,71,Jefferson,171,17031151100,5325,0.364694836,12th,39,20,30,REINBERG
10/10/2019,99XX S WALLACE ST,3.6,5.4,2,5.4,2.5093E+13,202,321,3750,72,1,0,1,1,4,2,1,1,2,,2,3,1,1,0,892,2,2,0,20620,73940,-87.63849972,41.71338826,,0,95,1,,,0,0.335165529,1,321,72321,CHICAGO,60628-1233,-87.63849972,41.71338826,72,Lake,321,17031730500,4359,0.002294104,4th,27,14,9,FERNWOOD
10/19/2016,110XX S CENTRAL PARK AVE,5.4,2.7,2.5,5.4,2.41432E+13,202,422,5054,72,1,0,3,1,7,4,1,3,2,,2,3,1,3,0,976,2,2,0,48010,183740,-87.71099402,41.69277648,,0,76,1,,,0,0.612503099,1,422,72422,CHICAGO,60655-3307,-87.71099402,41.69277648,72,Lake,422,17031740300,4947,0.865170811,11th,35,18,19,MOUNT GREENWOOD
5/8/2019,23XX W 51ST ST,2.6,5.4,2.8,5.4,2.0073E+13,211,120,3225,72,2,2,3,1,8,4,4,3,2,,2,0,0,1,0,1856,2,2,0,20960,77340,-87.68251323,41.80086454,,0,131,2,211,,0,0.407058119,0,120,72120,CHICAGO,60609-4741,-87.68251323,41.80086454,72,Lake,120,17031630100,950,0.057894737,11th,1,1,15,FULTON
12/6/2019,56XX W HENDERSON ST,2.6,5.4,1.7,5.4,1.32042E+13,203,150,4410,71,5,0,1,1,6,3,1,3,2,,2,3,1,3,0,1658,2,2,0,55120,218270,-87.76793119,41.94103422,,0,66,1,,,0,1.095435106,1,150,71150,CHICAGO,60634-4327,-87.76793119,41.94103422,71,Jefferson,150,17031151200,3474,0.473805412,12th,39,20,36,REINBERG
2/17/2019,63XX N PAULINA ST ST,3.8,5.4,0.5,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/2019,3XX W 100TH ST,5.4,1.7,0.5,5.4,2.5094E+13,203,330,3125,72,1,0,1,1,5,3,2,3,2,,2,0,0,3,0,1220,2,2,0,17180,73300,-87.63209306,41.71279081,,0,53,1,,,0,0.278769852,0,330,72330,CHICAGO,60628-1911,-87.63209306,41.71279081,72,Lake,330,17031490700,2720,0,4th,27,14,9,"HUGHES, L"
10/15/2019,86XX S BENNETT AVE,2.9,5.4,1.9,5.4,2.03633E+13,202,80,3750,70,5,0,2,1,6,3,3,3,2,,2,0,0,3,0,965,2,2,0,33750,88800,-87.57781567,41.73796924,,0,72,1,,,0,0.272474412,0,80,7080,CHICAGO,60617-2949,-87.57781567,41.73796924,70,Hyde Park,80,17031450300,3781,0.004231685,4th,33,17,8,CALDWELL
5/4/2019,45XX N MAPLEWOOD AVE,3.6,5.4,2.4,5.4,1.31322E+13,205,110,3750,71,2,0,4,1,7,4,3,3,2,,2,3,2,3,0,1907,2,2,0,90000,554750,-87.69278266,41.96388968,,0,105,1,,,0,1.802959071,1,110,71110,CHICAGO,60625-3017,-87.69278266,41.96388968,71,Jefferson,110,17031040800,1829,0.697648989,12th,11,6,47,WATERS
10/31/2019,99XX S SANGAMON ST,1.3,5.4,2.2,5.4,2.50841E+13,205,282,3630,72,2,0,1,1,5,3,2,3,2,,2,0,0,3,0,1298,2,2,0,27220,74430,-87.64631862,41.71386158,,0,71,1,,,0,0.402495735,0,282,72282,CHICAGO,60643-2208,-87.64631862,41.71386158,72,Lake,282,17031730600,3559,0.003652711,5th,27,14,34,GARVEY
9/4/2021,49XX N MCVICKER AVE ,2.6,3.3,5.4,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/27/2019,105XX S TRUMBULL AVE,5.2,5.4,1.8,5.4,2.41421E+13,205,422,4182,72,2,0,3,1,8,3,1,3,2,,2,3,1,3,0,2007,2,2,0,39720,261370,-87.70696529,41.70193623,,0,73,1,,,0,0.617394076,1,422,72422,CHICAGO,60655-2507,-87.70696529,41.70193623,72,Lake,422,17031740200,6661,0.868338087,11th,35,18,19,MOUNT GREENWOOD
10/23/2019,76XX W BERWYN AVE,4,5.4,1.5,5.4,1.21212E+13,204,440,4960,71,5,0,2,1,7,4,1,1,2,,2,4,1,2,0,1975,2,2,0,62000,331270,-87.81767821,41.97634328,,0,72,1,,,0,1.229068195,1,440,71440,CHICAGO,60656-1702,-87.81767821,41.97634328,71,Jefferson,440,17031100500,5696,0.821804775,9th,20,10,41,ORIOLE PARK
5/5/2016,88XX S DORCHESTER AVE,2.44,5.35,0.5,5.35,2.50221E+13,203,80,4375,70,1,0,2,1,5,3,1,1,2,,2,3,1,3,0,1089,2,2,0,39370,107460,-87.59086449,41.73439589,,0,64,1,,,0,0.207143681,1,80,7080,CHICAGO,60619-7010,-87.59086449,41.73439589,70,Hyde Park,80,17031480200,1139,0,4th,33,17,8,MCDOWELL
3/19/2016,46XX N DELPHIA AVE,3.66,5.32,1.49,5.32,1.21412E+13,203,390,5750,71,1,0,2,1,6,3,1,1,2,,2,3,2,3,0,1321,2,2,0,71870,318060,-87.84202627,41.96467842,,0,51,1,,,0,0.92016793,1,390,71390,CHICAGO,60656-4160,-87.84202627,41.96467842,71,Jefferson,390,17031760802,2544,0.940251572,9th,20,10,38,DIRKSEN
5/24/2016,95XX S WOODLAWN AVE,4,5.3,1.3,5.3,2.5112E+13,202,170,3750,70,1,0,2,1,4,3,1,1,2,,2,3,1,3,0,893,2,2,0,24370,102460,-87.5943897,41.7205705,,0,64,1,,,0,0.110124774,1,170,70170,CHICAGO,60628-1637,-87.5943897,41.7205705,70,Hyde Park,170,17031500100,3208,0.005922693,4th,34,17,8,SCHMID
3/17/2020,66XX N ONARGA AVE,5.3,3.5,1.4,5.3,9.36413E+12,204,362,4625,71,5,0,3,1,7,4,1,3,2,,2,3,1,3,0,2106,2,2,0,62430,438580,-87.80980198,42.00079695,,0,90,1,,,0,1.223080009,1,362,71362,CHICAGO,60631-1420,-87.80980198,42.00079695,71,Jefferson,362,17031090200,6838,0.846446329,9th,20,10,41,EBINGER
9/6/2019,91XX S WINCHESTER AVE,2,5.3,2.5,5.3,2.5064E+13,205,271,8750,72,2,0,2,1,7,3,3,3,2,,2,4,1,1,0,1864,2,2,0,87500,283780,-87.67089578,41.7267032,,0,83,1,,,0,0.569099038,1,271,72271,CHICAGO,60643-6016,-87.67089578,41.7267032,72,Lake,271,17031720100,3409,0.586975653,11th,35,18,19,KELLOGG
3/19/2019,25XX N BERNARD ST,5.3,5,2.6,5.3,1.32642E+13,206,70,4687,71,2,0,1,1,8,5,1,3,2,,2,3,2,3,0,2370,2,2,0,74990,558140,-87.71373885,41.92685121,,0,120,1,,,0,1.593720101,1,70,7170,CHICAGO,60647-1202,-87.71373885,41.92685121,71,Jefferson,70,17031220602,5058,0.485369711,8th,3,2,35,MONROE
8/3/2021,70XX S CLAREMONT AVE ,3.5,5.3,2.3,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/26/2020,29XX W LOGAN BLVD,4.9,5.3,2.6,5.3,1.32531E+13,211,151,3875,77,3,4,2,2,19,7,1,2,2,,2,5,2,1,0,5690,2,2,0,110430,776340,-87.70067594,41.92894083,,0,95,2,211,,0,1.970596808,1,151,77151,CHICAGO,60647-1898,-87.70067594,41.92894083,77,West Chicago,151,17031220400,2643,0.642451759,8th,40,20,32,BRENTANO
11/27/2018,26XX W FARWELL AVE,5.3,2.1,1.7,5.3,1.03623E+13,203,23,3999,75,1,0,2,5,6,3,1,1,2,,2,3,1,3,0,1338,2,2,0,57980,247810,-87.6963721,42.00555863,,0,94,1,,,0,1.055756941,1,23,7523,CHICAGO,60645-4522,-87.6963721,42.00555863,75,Rogers Park,23,17031020302,5348,0.557030666,13th,16,8,50,BOONE
2/13/2017,39XX N LAWNDALE AVE,5.3,0.5,0.5,5.3,1.3231E+13,211,70,3906,71,2,2,1,1,7,4,2,3,2,,2,1,1,3,0,2440,2,2,0,62490,417310,-87.72059648,41.95311205,,0,104,2,211,,0,1.451534214,1,70,7170,CHICAGO,60618-3108,-87.72059648,41.95311205,71,Jefferson,70,17031160900,2464,0.52150974,8th,40,20,45,MURPHY
10/4/2016,42XX N MOZART ST,3.4,4.8,5.3,5.3,1.31331E+13,278,82,3124,71,2,0,1,2,7,3,1,1,2,,2,3,1,3,0,2660,2,2,0,68720,655160,-87.69994521,41.95811777,,0,12,1,,,0,1.805728443,1,82,7182,CHICAGO,60618-1525,-87.69994521,41.95811777,71,Jefferson,82,17031160601,3529,0.477472372,12th,11,6,33,BATEMAN
2/15/2017,43XX S CHAMPLAIN AVE,5.3,4,3.1,5.3,2.0034E+13,211,10,3780,70,3,2,3,1,8,4,1,3,2,,2,0,0,3,0,3609,2,2,0,64260,191280,-87.61003633,41.81598265,,0,130,2,211,,0,0.815083403,0,10,7010,CHICAGO,60653-3524,-87.61003633,41.81598265,70,Hyde Park,10,17031836000,2785,0.015439856,3rd,26,13,4,WOODSON
12/23/2019,24XX N MOZART ST,2.8,5.3,2.1,5.3,1.32532E+13,211,150,3150,77,2,2,2,2,10,4,1,3,2,,2,3,1,3,0,2342,2,2,0,89770,386200,-87.69903817,41.92642225,,0,120,2,211,,0,2.00147568,1,150,77150,CHICAGO,60647-2614,-87.69903817,41.92642225,77,West Chicago,150,17031220400,2643,0.642451759,8th,39,20,32,BRENTANO
12/18/2019,26XX W SUPERIOR ST,5.3,2.4,2,5.3,1.42941E+13,212,93,3100,73,1,4,2,2,7,4,3,3,2,,2,0,0,3,0,2604,2,2,1,223200,490280,-87.64927361,41.93024016,,0,127,2,212,,0,2.165567277,0,93,7393,CHICAGO,60612-1111,-87.64927361,41.93024016,73,Lake View,93,17031070300,3575,0.856503497,12th,11,6,43,ALCOTT ES
1/15/2022,56XX N KENTON AVE ,3,5.3,1,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/3/2019,81XX S HONORE ST,3.8,5.3,1.8,5.3,2.03122E+13,203,212,2938,72,1,0,2,1,7,3,1,3,2,,2,3,2,3,0,1758,2,2,0,23500,36570,-87.6690614,41.74645113,,0,82,1,,,0,0.532439284,1,212,72212,CHICAGO,60620-4564,-87.6690614,41.74645113,72,Lake,212,17031710500,4283,0.013775391,3rd,31,16,17,JOPLIN
9/9/2019,82XX S HONORE ST,1.6,3.8,5.3,5.3,2.03123E+13,203,212,3100,72,1,0,2,5,5,2,1,3,2,,2,1,1,1,0,1008,2,2,0,24800,64490,-87.66900177,41.74401004,,0,89,1,,,0,0.538392629,1,212,72212,CHICAGO,60620-4645,-87.66900177,41.74401004,72,Lake,212,17031711200,5007,0.000599161,3rd,31,16,17,JOPLIN
9/2/2021,83XX S CREGIER AVE ,3.2,5.3,2.4,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2019,67XX S NORMAL BLVD,1.7,5.3,4.1,5.3,2.0213E+13,211,92,4305,72,2,2,2,2,12,6,1,3,2,,2,0,0,3,0,2600,2,2,0,27980,93110,-87.63771187,41.77218151,,0,125,2,211,,0,0.447344311,0,92,7292,CHICAGO,60621-2534,-87.63771187,41.77218151,72,Lake,92,17031681200,2511,0,2nd,32,16,6,MAYS
10/29/2019,53XX N MELVINA AVE,4,5.3,3.4,5.3,1.30812E+13,203,430,3720,71,1,0,2,1,6,3,1,3,2,,2,3,1,3,0,1272,2,2,0,46500,281340,-87.78323475,41.97817632,,0,47,1,,,0,1.214387608,1,430,71430,CHICAGO,60630-1046,-87.78323475,41.97817632,71,Jefferson,430,17031110300,5720,0.643881119,12th,19,10,45,HITCH
7/24/2017,20XX W WAVELAND AVE,1.8,5.3,2.4,5.3,1.41913E+13,205,70,2725,73,2,0,2,1,7,4,1,3,2,,2,3,1,3,0,2055,2,2,0,141700,638970,-87.67936971,41.94843595,,0,78,1,,,0,2.269003321,1,70,7370,CHICAGO,60618-4920,-87.67936971,41.94843595,73,Lake View,70,17031050500,6069,0.834733894,12th,11,6,47,AUDUBON
8/31/2021,81XX S WENTWORTH AVE ,5.3,4.8,5.1,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/18/2021,51XX N KENTON AVE,1.9,5.3,1.1,5.3,1.3103E+13,203,71,4250,71,1,0,2,1,4,2,1,3,2,,2,1,1,3,0,1017,2,2,0,57370,207960,-87.74275666,41.97476858,,0,61,1,,,0,1.100777201,1,71,7171,CHICAGO,60630-1741,-87.74275666,41.97476858,71,Jefferson,71,17031140400,6011,0.488604226,12th,15,8,39,PALMER
3/17/2020,105XX S AVENUE F,3.1,5.3,1.1,5.3,2.60833E+13,203,240,3660,70,1,0,3,1,9,5,1,1,2,,2,3,1,2,0,1150,2,2,0,23790,85350,-87.53081912,41.70308851,,0,100,1,,,0,0.281793672,1,240,70240,CHICAGO,60617-6317,-87.53081912,41.70308851,70,Hyde Park,240,17031520400,4656,0.107603093,4th,25,13,10,SOUTHEAST
10/3/2019,11XX E 85TH ST,5.3,2.6,2.1,5.3,2.03532E+13,202,91,7408,70,1,0,3,2,6,3,3,3,2,,2,4,3,3,0,870,2,2,0,66670,72850,-87.59617437,41.73991158,,0,61,1,,,0,0.251127098,1,91,7091,CHICAGO,60619-6405,-87.59617437,41.73991158,70,Hyde Park,91,17031834300,6004,0.007661559,4th,33,17,8,AVALON PARK
10/22/2020,86XX S SAINT LAWRENCE AVE,3.3,5.3,1.7,5.3,2.03442E+13,210,120,3125,70,2,0,2,1,4,2,1,3,2,,2,0,0,3,0,912,2,2,0,28120,59880,-87.60932953,41.73684546,,0,76,1,,,1,0.248438201,0,120,70120,CHICAGO,60619-6010,-87.60932953,41.73684546,70,Hyde Park,120,17031440202,3213,0.004357298,4th,34,17,6,PIRIE
2/9/2019,71XX W 64TH PL,1.6,5.3,0.5,5.3,1.91911E+13,203,380,3780,72,1,0,2,1,5,3,1,3,2,,2,3,1,3,0,1104,2,2,0,37800,177730,-87.79949501,41.77492202,,0,55,1,,,0,0.953452037,1,380,72380,CHICAGO,60638-4638,-87.79949501,41.77492202,72,Lake,380,17031640500,3970,0.474559194,11th,22,11,23,DORE
4/28/2019,57XX S SAYRE AVE,1.4,5.3,1.1,5.3,1.91812E+13,202,380,4690,72,1,0,2,1,4,2,1,3,2,,2,3,1,3,0,895,2,2,0,46900,162510,-87.79590238,41.78692851,,0,66,1,,,0,1.015550382,1,380,72380,CHICAGO,60638-3122,-87.79590238,41.78692851,72,Lake,380,17031561000,6064,0.534630607,11th,22,11,13,BYRNE
10/27/2016,20XX N ALBANY AVE,3.8,5.3,3.9,5.3,1.33612E+13,211,30,8850,77,3,6,2,2,30,12,1,3,2,,2,0,0,3,0,6765,2,2,0,225670,659850,-87.70486804,41.91907901,,0,115,2,211,,0,1.762969817,0,30,7730,CHICAGO,60647-3814,-87.70486804,41.91907901,77,West Chicago,30,17031221200,2917,0.591360987,8th,39,20,32,YATES
5/27/2019,52XX N MONITOR AVE,2.4,5.3,4.6,5.3,1.30822E+13,203,402,5250,71,1,0,1,1,5,3,2,3,2,,2,3,1,3,0,1697,2,2,0,76120,318340,-87.77433988,41.97593192,,0,64,1,,,1,1.169839015,1,402,71402,CHICAGO,60630-1239,-87.77433988,41.97593192,71,Jefferson,402,17031110400,4467,0.617640475,12th,19,10,45,HITCH
1/22/2022,14XX W FRY ST ,5.3,0.9,0.8,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/9/2018,5XX W 107TH ST,3.5,4.6,5.3,5.3,2.51631E+13,206,321,5983,72,2,0,1,1,7,4,2,3,2,,2,1,1,3,0,2584,2,2,0,32900,83540,-87.63556775,41.69946045,,0,70,1,,,0,0.263322418,1,321,72321,CHICAGO,60628-3201,-87.63556775,41.69946045,72,Lake,321,17031491100,4160,0.018990385,5th,28,14,34,DUNNE TECH ACAD
7/23/2021,34XX N TROY ST ,5.3,3.1,2.7,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/22/2018,69XX N TONTY AVE,5.3,4.7,4.3,5.3,1.03221E+13,205,461,6840,71,2,0,2,1,7,4,1,1,2,,2,1,2,3,0,1702,2,2,0,92340,340230,-87.77678699,42.00667501,,0,74,1,,,0,1.107564588,1,461,71461,CHICAGO,60646-1330,-87.77678699,42.00667501,71,Jefferson,461,17031120100,4102,0.870794734,9th,15,8,41,WILDWOOD
11/14/2018,81XX W GREGORY ST,5.3,3.2,1.6,5.3,1.21121E+13,234,390,5800,71,4,0,3,1,9,4,3,1,2,,2,3,2,3,0,1340,2,2,0,72500,297750,-87.83019766,41.98044038,,0,54,1,,,0,1.128530137,1,390,71390,CHICAGO,60656-1542,-87.83019766,41.98044038,71,Jefferson,390,17031810400,5355,0.886087768,9th,20,10,41,ORIOLE PARK
9/25/2019,36XX N CLAREMONT AVE,3.1,5.3,1.9,5.3,1.41913E+13,206,70,3720,73,2,0,2,2,12,6,3,1,2,1,2,3,1,1,0,3160,2,2,0,193440,1104230,-87.68675466,41.9483567,,0,105,1,,,0,2.189506974,1,70,7370,CHICAGO,60618-4817,-87.68675466,41.9483567,73,Lake View,70,17031050500,6069,0.834733894,12th,11,6,47,BELL
7/20/2019,97XX S HOYNE AVE,3.4,5.3,3,5.3,2.50712E+13,203,271,4960,72,1,0,2,1,6,4,1,3,2,,2,3,2,1,0,1432,2,2,0,49600,263200,-87.67431115,41.71627899,,0,94,1,,,0,0.583731796,1,271,72271,CHICAGO,60643-1634,-87.67431115,41.71627899,72,Lake,271,17031720300,4100,0.525121951,11th,35,18,19,SUTHERLAND
3/3/2019,51XX N KILBOURN AVE,5.3,3.8,3,5.3,1.31032E+13,203,71,5678,71,1,0,4,2,5,3,1,3,2,,2,3,2,3,0,1216,2,2,0,76650,260560,-87.74027576,41.97526322,,0,64,1,,,1,1.107040648,1,71,7171,CHICAGO,60630-2626,-87.74027576,41.97526322,71,Jefferson,71,17031140400,6011,0.488604226,12th,15,8,39,PALMER
